speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Mathieu Lehanneur,[691],1,"['science, sustainability, technology, design, innovation, disease, nature, biomimicry, product design']",False,,,,,,84.07152611812906,84.07
Mathilde H. Ross,[147282],1,"['psychology, relationships, parenting, personal growth, emotions']",False,,,,,,1814.2081632653064,1814.21
Matilda Ho,[3671],1,"['sustainability, entrepreneur, food, health, pollution, china, humanity, TED Fellows, agriculture, farming']",False,,,,,,529.7644444444444,529.76
Matt Beane,[32189],1,"['technology, computers, collaboration, education, innovation, robots, future, work, AI, society, machine learning']",False,,,,,,786.4630818619582,786.46
Aditi Shankardass,[893],1,"['science, technology, medicine, neuroscience, india, kids']",True,https://en.wikipedia.org/wiki/Aditi_Shankardass,,,"London, UK",,201.2668912927824,201.27
Matt Goldman,[9048],1,"['performance, collaboration, education, innovation, creativity, communication, community, humor, society, teaching, kids']",True,https://en.wikipedia.org/wiki/Matt_Goldman,"Matt Goldman (born December 30, 1969) is an American record producer, audio engineer, mixer, and songwriter based in Atlanta, Georgia.",,"(1969-12-30) December 30, 1969 (age 55)Spartanburg, South Carolina, United States",,492.2837273991655,492.28
Matt Kenyon,[2306],1,"['art, war, TED Fellows']",True,https://en.wikipedia.org/wiki/Matt_Kenyon,,,1977 (age 47–48),,233.8703162370449,233.87
Matt Killingsworth,[1607],1,"['software, psychology, happiness, brain, TEDx, mindfulness']",False,,,,,,797.8085462924173,797.81
Matt Langione,[71409],1,"['science, technology, computers, quantum']",False,,,,,,949.75284738041,949.75
Matt Mills,[1515],1,"['science, technology, design, engineering, computers, software, innovation, art, communication, demo, empathy, code, augmented reality, UX design']",True,https://en.wikipedia.org/wiki/Matt_Mills,,,,,558.909891460168,558.91
Matt Pitcher,[161947],1,"['culture, time, happiness, personal growth, society, money']",False,,,,,,4839.722222222223,4839.72
Matt Ridley,[915],1,"['technology, design, business, collaboration']",True,https://en.wikipedia.org/wiki/Matt_Ridley,,"Journalist, businessman, politician","Matthew White Ridley (1958-02-07) 7 February 1958 (age 67)Northumberland, England",,481.07759387791424,481.08
Matt Russo,[26074],1,"['music, astronomy, universe, Planets, space, TEDx, sound']",False,,,,,,700.3423076923077,700.34
Matt Tilleard,[161395],1,"['climate change, politics, sustainability, energy, solar energy, wind energy, Countdown, renewable energy, fossil fuels']",False,,,,,,5947.016666666666,5947.02
Matt Trombley,[60319],1,"['relationships, communication, community, personal growth, humanity']",False,,,,,,331.4501008064516,331.45
Matt Walker,[41105],1,"['science, memory, health, biology, medicine, brain, neuroscience, medical research, sleep, human body']",False,https://en.wikipedia.org/wiki/Matt_Walker,,,,,22265.807003518337,1236.99
