speaker,videos,average_popularity_score,viral_rate,viral_consistency,viral_presence,wikipedia_numeric,comprehensive_popularity_score
phillip agnew,1,1347.33,0.0,0,0,0,2.415966927490478
the Teresa Carreño Youth Orchestra,1,504.68,0.0,0,0,0,0.9047321960264278
tobacco brown,1,499.52,0.0,0,0,0,0.8954780914582744
Özlem Cekic,1,812.0,0.0,0,0,1,7.289244750031443
Özlem Türeci,1,1518.1,0.0,0,0,1,8.555586462351819
מוניקה לווינסקי,1,5736.04,100.0,1,1,0,46.12028429777524
روبن بكلي,1,1176.48,0.0,0,0,0,2.109559221004235
伊尔亚·苏茨克维,1,1971.72,0.0,0,0,0,3.535767383170581
AC Coppens,1,952.21,0.0,0,0,0,1.7073464242019534
Iseult Gillespie,56,2143.2,25.0,14,1,0,24.260048511286918
Alex Gendler,54,2953.83,38.88888888888889,21,1,0,36.408342300275415
TED-Ed,47,2192.8,36.17021276595745,17,1,1,36.591956605456005
Elizabeth Cox,21,1323.01,9.523809523809524,2,1,0,7.372369513730879
Emma Bryce,19,4249.06,63.1578947368421,12,1,0,39.72540387802456
Shannon Odell,18,3036.21,27.77777777777778,5,1,0,19.333798071117002
Stephanie Honchell Smith,17,1618.38,35.294117647058826,6,1,0,20.25508296319665
George Zaidan,15,1235.74,20.0,3,1,0,11.715873727999371
Fabio Pacucci,12,1123.53,8.333333333333332,1,1,1,11.59796646944817
Dan Kwartler,12,2078.04,41.66666666666667,5,1,0,22.476515595971634
Daniel Finkel,12,1463.05,8.333333333333332,1,1,0,6.373516899719197
Wendy De La Rosa,9,425.68,0.0,0,0,0,0.7630511377155516
Cella Wright,8,1345.66,12.5,1,1,0,7.621324846509838
Carolyn Beans,8,3376.27,50.0,4,1,0,26.888142855704444
Soraya Field Fiorio,8,1140.28,12.5,1,1,0,7.252989963523916
Ilan Stavans,7,654.26,0.0,0,0,1,7.006348925500333
Mark Robinson,7,2127.76,28.57142857142857,2,1,0,15.482324980530382
Eleanor Nelsen,7,3054.52,42.857142857142854,3,1,0,22.977760506182094
Sajan Saini,7,1016.58,14.285714285714285,1,1,0,7.656144888123076
Anees Bahji,6,2656.54,33.33333333333333,2,1,0,18.09732843070754
TED Countdown,6,887.68,0.0,0,0,0,1.5916163141664992
Kenny Coogan,6,1212.64,16.666666666666664,1,1,0,8.84110146492834
Mia Nacamulli,6,5044.51,66.66666666666666,4,1,0,35.713371686626395
Max G. Levy,6,2552.08,16.666666666666664,1,1,0,11.243294841433658
Noah Charney,6,921.43,0.0,0,0,1,7.485499917258774
Joy Lin,6,1006.1,16.666666666666664,1,1,0,8.470686201845702
Luka Seamus Wright,5,687.54,0.0,0,0,0,1.23267901023816
Kristen Bell + Giant Ant,5,184.03,0.0,0,0,1,6.163023810949405
Christina Greer,5,1348.32,20.0,1,1,1,16.084460562436902
Rose Eveleth,5,1784.88,20.0,1,1,1,16.867400851249513
Colm Kelleher,5,740.91,0.0,0,0,1,7.161749731862832
Michael Vazquez,5,3999.63,20.0,1,1,0,15.00604711666364
Claudia Aguirre,4,2443.03,50.0,2,1,0,23.547768255597955
Krishna Sudhir,4,3614.0,50.0,2,1,0,25.647822291677535
Amy Adkins,4,3636.08,75.0,3,1,0,35.27079067689444
Henri Picciotto,4,1133.73,0.0,0,0,0,2.032890040715754
Dennis Shasha,4,2527.34,50.0,2,1,1,29.53232773600919
Sarah Stroud,4,4525.12,25.0,1,1,0,17.698483825646825
Sheila Marie Orfano,4,630.34,0.0,0,0,0,1.1300947502966143
Shunan Teng,4,1944.52,50.0,2,1,0,22.65372490903397
Stefan Al,4,1321.43,0.0,0,0,0,2.369517061537925
TED,4,1135.13,25.0,1,1,0,11.618770270415336
Jeff Dekofsky,4,3118.74,25.0,1,1,0,15.176238170112011
Jean-Baptiste P. Koehl,3,455.09,0.0,0,0,0,0.8157959468917904
Helen M. Farrell,3,5369.7,66.66666666666666,2,1,0,34.62990460816744
Hyunsoo Joshua No,3,1501.12,33.33333333333333,1,1,0,15.191825776672882
Brian A. Pavlac,3,2005.19,33.33333333333333,1,1,0,16.095840600252167
Charles Wallace,3,852.24,0.0,0,0,0,1.5280571153495692
Christopher Warner,3,962.73,0.0,0,0,0,1.7262133195618319
Melvin Sanicas,3,2077.58,33.33333333333333,1,1,0,16.225667078873997
Dan Katz,3,1936.93,33.33333333333333,1,1,1,21.806776295011627
Pen-Pen Chen,3,3533.72,100.0,3,1,0,43.83724802196717
Rachel Yang,3,2800.71,66.66666666666666,2,1,1,35.855953303562885
Lindsay DeMarchi,3,2454.56,33.33333333333333,1,1,0,16.901754741684552
Lisa Winer,3,4528.85,100.0,3,1,0,45.621945130282384
Rod Phillips,3,1504.11,33.33333333333333,1,1,0,15.197188135715281
Chad Orzel,3,2732.79,66.66666666666666,2,1,1,35.734143462037885
Kayla Wolf,3,858.58,0.0,0,0,0,1.5394274686367968
Elise Cutts,3,1579.73,33.33333333333333,1,1,0,15.332807396847794
Tien Nguyen,3,9798.2,100.0,3,1,0,55.072161391173736
Tom Whyntie,3,966.02,0.0,0,0,0,1.7321137079395885
Judy Grisel,3,2697.55,33.33333333333333,1,1,0,17.33754056901316
Matt Anticole,3,2104.07,66.66666666666666,2,1,0,28.773222146752925
Ivan Seah Yu Jun,2,3850.75,50.0,1,1,0,25.23908063699291
Céline Valéry,2,1711.93,0.0,0,0,0,3.0698519130619406
Allison Leigh,2,444.77,0.0,0,0,0,0.7972877377554834
James Tanton,2,982.7,0.0,0,0,1,7.595383441850008
Charles Morton,2,770.04,0.0,0,0,0,1.3806370774615435
Dan Van der Vieren,2,4024.21,100.0,2,1,0,43.88357157912814
Hayley Levitt,2,951.21,0.0,0,0,0,1.7055529930840938
Gabriel Prieto,2,389.91,0.0,0,0,0,0.6989001066297282
Dennis E. Shasha,2,1237.25,0.0,0,0,0,2.218546030036538
Dennis Wildfogel,2,734.52,0.0,0,0,0,1.316934404155185
Densho,2,708.28,0.0,0,0,1,7.103230074487088
Jonathan J. O'Sullivan,2,4534.63,100.0,2,1,0,44.798974690305826
Chris A. Kniesly,2,1577.11,0.0,0,0,0,2.8280615297521634
Heba Shaheed,2,7861.99,100.0,2,1,0,50.7663656546258
Andrew Pontzen,2,1171.7,0.0,0,0,1,7.934341923125395
Bill Schutt,2,1437.67,50.0,1,1,0,20.91138787510925
Hei Man Chan,2,3876.49,100.0,2,1,1,49.45200123726251
Jay Van Bavel,2,341.76,0.0,0,0,0,0.612546398304808
Birte Kristiansen,2,1301.84,0.0,0,0,0,2.334383745939063
Andy Peterson,2,4647.59,100.0,2,1,1,50.83491597224372
Kanawat Senanan,2,1390.7,0.0,0,0,0,2.493748035072031
Kate Slabosky,2,1692.63,50.0,1,1,0,21.368641072918628
Kenneth C. Davis,2,2082.16,50.0,1,1,1,27.900591599122848
Kim Preshoff,2,5534.15,50.0,1,1,0,28.25814258079708
Christian Moro,2,1622.91,50.0,1,1,0,21.24360305538148
Joseph Lacey,2,1643.19,50.0,1,1,0,21.279973838451667
Joshua W. Pate,2,626.38,0.0,0,0,0,1.1229927630698917
Lucas Husted,2,1642.58,50.0,1,1,0,21.278879845469774
Lucy McGowan,2,318.68,0.0,0,0,0,0.5711540081046177
Marco A. Sotomayor,2,2549.75,50.0,1,1,0,22.905826752658097
Jessica Oreck,2,44.93,0.0,0,0,1,5.91355754245519
Jonathan Smith,2,538.7,0.0,0,0,0,0.9657447226559975
Adam Clulow,2,774.28,0.0,0,0,0,1.3882412254012666
Matthew Borths,2,2168.65,50.0,1,1,0,22.22235015364196
Megan Campisi,2,3306.38,100.0,2,1,0,42.596192919795264
Mel Rosenberg,2,2068.64,50.0,1,1,1,27.876344410409388
Brian Christian,2,2040.0,50.0,1,1,1,27.824980543193906
Michael Molina,2,6535.75,50.0,1,1,0,30.054443188444846
Ming Luke,2,274.45,0.0,0,0,1,6.325185852626233
Monica Menesini,2,4990.94,50.0,1,1,0,27.283932863264788
Mostafa Minawi,2,1786.55,50.0,1,1,0,21.53708012350796
Murat Dalkilinç,2,5489.33,100.0,2,1,0,46.511163378526
Anne F. Broadbridge,2,1820.43,50.0,1,1,0,21.59784156978103
Nassim Assefi,2,1353.45,0.0,0,0,0,2.4269427259317764
Nathan S. Jacobs,2,445.67,0.0,0,0,0,0.7989018257615568
Noah R. Bressman,2,430.08,0.0,0,0,0,0.7709422346341319
Noah Tavlin,2,15641.48,50.0,1,1,0,46.38494272126884
Adrienne Mayor,2,1312.63,0.0,0,0,1,8.187090170565291
Peta Greenfield,2,2529.66,50.0,1,1,0,22.869796721500308
Peter Campbell,2,6650.57,100.0,2,1,0,48.593767329828815
Peter Paccone,2,962.64,0.0,0,0,0,1.7260519107612244
Petra Sijpesteijn,2,1301.84,0.0,0,0,1,8.167739048803591
Philip Freeman,2,786.48,0.0,0,0,1,7.243476387903676
Rachael Teel,2,44.93,0.0,0,0,0,0.08020223959066318
Raiana McKinney,2,919.93,0.0,0,0,0,1.6494544677174583
Ray Laurence,2,4576.23,100.0,2,1,1,50.70693672767329
Richard Coffin,2,862.88,0.0,0,0,0,1.5471392224435911
Richard E. Cytowic,2,1304.31,0.0,0,0,0,2.3388135208001755
James Earle,2,6723.92,50.0,1,1,1,36.22526842475694
Rolf Landua,2,2061.44,50.0,1,1,0,22.030076403496277
Ji Hao,2,2477.33,50.0,1,1,0,22.77594647110274
Rusha Modi,2,6501.1,50.0,1,1,0,29.992300800211027
Jeff Leek,2,318.68,0.0,0,0,1,6.404509310969145
Erez Garty,2,3929.91,50.0,1,1,0,25.381048644282643
Sarthak Sinha,2,2070.55,50.0,1,1,0,22.046414560979972
Sascha Morrell,2,432.48,0.0,0,0,0,0.775246469316994
Scott A. Mellor,2,12524.35,100.0,2,1,0,59.127987161287784
Scott Gass,2,1011.46,0.0,0,0,0,1.8136072179351104
Armand D'Angour,2,2405.89,50.0,1,1,1,28.4811790549074
Hanako Sawada,2,960.53,0.0,0,0,0,1.7222677711025414
Stephen Esposito,2,2306.56,100.0,2,1,0,40.803084619537294
Sydney Iaukea,2,586.64,0.0,0,0,0,1.0517218104461674
David Lunney,2,2009.74,50.0,1,1,0,21.937356014702956
Alexandra Horowitz,2,1386.04,0.0,0,0,1,8.318745948927335
Vivian Jiang,2,2269.23,50.0,1,1,0,22.402733455476238
Jill Dash,2,5350.68,50.0,1,1,0,27.929101773603453
Yuan-Sen Ting,2,7978.17,100.0,2,1,0,50.97472648189868
Zack Patterson,2,4647.59,100.0,2,1,0,45.001560669379195
Anne Savage,1,793.87,0.0,0,0,0,1.4233745410001282
Anneliese Mehnert,1,673.4,0.0,0,0,0,1.207319894231631
Annie Bosler,1,6625.08,100.0,1,1,0,47.71471629879679
Antara Raychaudhuri,1,2013.96,0.0,0,0,0,3.6115219135889527
Anthony Fauci,1,1392.97,0.0,0,0,1,8.3311744265741
Anthony Hazard,1,5133.12,100.0,1,1,0,45.03898880819558
Antonio Cataldo,1,637.75,0.0,0,0,0,1.1433840748799506
Antonio Machado-Allison,1,1740.2,0.0,0,0,0,3.1205522107638197
Anuradha Bhagwat,1,9434.12,100.0,1,1,0,52.75253604610798
April Gudenrath,1,956.32,0.0,0,0,0,1.7147174260963545
Aracelis Girmay,1,105.13,0.0,0,0,1,6.0215220957503135
Arash Shadman,1,14753.03,100.0,1,1,0,62.291634753200434
Ariel Anbar,1,167.19,0.0,0,0,1,6.132822430924655
Arika Okrent,1,1150.44,0.0,0,0,1,7.896213577559709
Arinjay Banerjee,1,849.78,0.0,0,0,0,1.5236452747996356
Arleen Sugano,1,911.8,0.0,0,0,0,1.634873872729263
Asaf Bar-Yosef,1,931.49,0.0,0,0,0,1.6701865314399107
Ashkbiz Danehkar,1,403.07,0.0,0,0,0,0.7225016601407551
Ashley Ward,1,1259.1,0.0,0,0,1,8.091087802826289
Ashley Whillans,1,2737.18,100.0,1,1,1,46.57539075853655
Astrid J. Hsu,1,1360.79,0.0,0,0,0,2.4401065103368627
Audra A. Diptée,1,380.01,0.0,0,0,0,0.6811451385629221
Augusto Carballido,1,260.83,0.0,0,0,0,0.46740401793646336
Ayana Jamieson,1,208.19,0.0,0,0,0,0.37299780389235526
Balsher Singh Sidhu,1,757.69,0.0,0,0,0,1.3584882031559826
Barbara Thorne,1,433.62,0.0,0,0,1,6.610646283655881
Barry Cooper,1,5682.17,100.0,1,1,0,46.023672163456176
Beatrice K. Otto,1,1650.75,0.0,0,0,0,2.960129797271315
Belinda Stutzman,1,1865.68,0.0,0,0,0,3.345591947432792
Ben Longdon,1,792.75,0.0,0,0,0,1.4213658981481259
Ben Proudfoot,1,1045.34,0.0,0,0,1,7.707723967072706
Bence Nanay,1,212.4,0.0,0,0,1,6.213903451763071
Benjamin Hudson,1,1629.51,0.0,0,0,1,8.755392623192513
Benjamin Seibold,1,364.32,0.0,0,0,0,0.6530062043237114
Bethany Rickwald,1,1405.76,0.0,0,0,0,2.5207571077069906
Betsy Schwarm,1,1662.2,0.0,0,0,0,2.9806645835708028
Bettina Bair,1,1558.35,0.0,0,0,0,2.7944167619811253
Bill Keegan,1,707.49,0.0,0,0,1,7.101813263903978
Bill Shillito,1,229.16,0.0,0,0,1,6.2439613572983905
Bill Shribman,1,165.25,0.0,0,0,0,0.2959878716914815
Brad Troeger,1,858.16,0.0,0,0,0,1.5386742275672958
Bradley Voytek,1,294.39,0.0,0,0,0,0.5275915662518178
Brandon Rodriguez,1,287.09,0.0,0,0,0,0.5144995190914458
Breeanna Elliott,1,3857.44,100.0,1,1,0,42.75114459976497
Brendan Constantine,1,298.14,0.0,0,0,0,0.5343169329437898
Brendan Rogers,1,391.45,0.0,0,0,1,6.535017293415758
Brent Loken,1,1453.73,0.0,0,0,1,8.440143301295224
Brian A. Levine,1,1169.69,0.0,0,0,0,2.0973818237139707
Brian Crim,1,1017.89,0.0,0,0,0,1.8251389800229452
Brian D. Avery,1,1014.06,0.0,0,0,0,1.818270138841544
Brian Jones,1,72.2,0.0,0,0,1,5.96246440903921
Briana Brownell,1,554.89,0.0,0,0,0,0.994780372454138
Brooke Buddemeier,1,865.88,0.0,0,0,0,1.5525195157971687
Bruce A. Schulte,1,178.1,0.0,0,0,0,0.3190334615559721
Cameron Morin,1,538.41,0.0,0,0,0,0.9652246276318184
Cameron Paterson,1,445.6,0.0,0,0,0,0.7987762855833067
Camille Defrenne,1,471.56,0.0,0,0,0,0.8453337574029314
Camille Langston,1,1739.27,0.0,0,0,0,3.1188843198242107
Camilo Ramirez,1,283.34,0.0,0,0,0,0.5077741523994737
Carl Zimmer,1,422.3,0.0,0,0,1,6.590344643401715
Carlos Reif,1,704.97,0.0,0,0,0,1.263938514622446
Carly Anne York,1,259.52,0.0,0,0,0,0.46505462317206775
Carol Farbotko,1,418.92,0.0,0,0,0,0.7509275433588233
Caroline Weaver,1,563.26,0.0,0,0,0,1.0097913909106195
Carolyn Harris,1,1804.05,0.0,0,0,1,9.068418090503656
Carolyn Marshall,1,1089.94,0.0,0,0,0,1.9543556920647003
Carvens Lissaint,1,83.44,0.0,0,0,0,0.1492672719394208
Catalina Pimiento,1,1736.74,0.0,0,0,0,3.1143469390960266
Catharine Young,1,1641.14,0.0,0,0,0,2.942894924228688
Chand John,1,1633.07,0.0,0,0,0,2.928421935107564
Charita Gainey,1,184.77,0.0,0,0,0,0.33099564711209295
Chase LaDue,1,178.1,0.0,0,0,0,0.3190334615559721
Chiara Decaroli,1,201.62,0.0,0,0,0,0.3612149614480204
Chinyanta Kabaso,1,288.49,0.0,0,0,0,0.5170103226564485
Chip Berlet,1,2417.49,100.0,1,1,1,46.00204876446814
Chris Anderson (TED),1,5989.88,100.0,1,1,1,52.40888415559716
Chris Roe,1,201.69,0.0,0,0,1,6.194695804490799
Christian Jarrett,1,1553.94,0.0,0,0,0,2.7865077307513664
Christian Rudder,1,536.7,0.0,0,0,1,6.795513163284807
Christian Sardet,1,440.88,0.0,0,0,0,0.7903112907070112
Christine Ladwig,1,1474.86,0.0,0,0,0,2.644683197951061
Christopher Danielson,1,685.81,0.0,0,0,0,1.2295763744042636
Christopher E. Gaw,1,421.09,0.0,0,0,0,0.7548192888845778
Christopher M. Moreman,1,861.75,0.0,0,0,1,7.378467948144937
Cindy J. Aaronson,1,2953.09,100.0,1,1,0,41.129255168329
Cindy Solomon,1,2061.29,0.0,0,0,0,3.696405008397229
Claire Bowern,1,2628.32,100.0,1,1,1,46.3801578470464
Claire Simeone,1,223.16,0.0,0,0,1,6.233200770591235
Claudia Vega,1,4820.17,100.0,1,1,0,44.477734539861544
Clay Routledge,1,1115.46,0.0,0,0,0,2.000124054192467
Clifford Robbins,1,1158.88,0.0,0,0,0,2.0779948333299125
Cláudio Guerra,1,2377.45,100.0,1,1,0,40.09688447964454
Cláudio L. Guerra,1,5539.03,100.0,1,1,0,45.766960433245806
Clément Vidal,1,393.57,0.0,0,0,1,6.538819367385621
Congrui Jin,1,660.01,0.0,0,0,0,1.1833058515634967
Conor Heffernan,1,1674.22,0.0,0,0,0,3.00222162560747
Constantine N. Vaporis,1,795.82,0.0,0,0,0,1.4268717316799537
Cory Combs,1,868.21,0.0,0,0,0,1.5566982103017808
Courtney Stephens,1,714.24,0.0,0,0,0,1.2805636210850007
Craig A. Kohn,1,1049.96,0.0,0,0,0,1.8826543159726896
Craig Thomson,1,881.71,0.0,0,0,0,1.5809095303928797
Craig Zimmer,1,15034.36,100.0,1,1,0,62.79618072958776
Cristin O'Keefe Aptowicz,1,93.79,0.0,0,0,1,6.001184586873791
Cynthia Fay Davis,1,1598.08,0.0,0,0,0,2.865669780293671
Daina Ramey Berry,1,302.57,0.0,0,0,1,6.375617135660433
Damion Searls,1,3026.1,100.0,1,1,1,47.09354887710843
Damon Brown,1,869.94,0.0,0,0,0,1.5598008461356772
Dan Adams,1,1663.07,0.0,0,0,1,8.815580171507868
Dan Clay,1,1054.22,0.0,0,0,0,1.8902943325347694
Dan Reinstein,1,3132.56,100.0,1,1,1,47.28447755391572
Dan Sayers,1,235.37,0.0,0,0,0,0.42174326167576814
Dan Shipper,1,1863.93,0.0,0,0,0,3.342453442976538
Dani Rabaiotti,1,1435.0,0.0,0,0,1,8.406552336457722
Daniel Dulek,1,1274.8,0.0,0,0,0,2.2858893685121506
Daniel Engber,1,279.36,0.0,0,0,0,0.5006362965503942
Daniel Garrie,1,68.17,0.0,0,0,0,0.12188157876971087
Daniel Gregory,1,893.77,0.0,0,0,0,1.6025383096742618
Daniel H. Pink,1,2464.89,100.0,1,1,1,46.08705739945467
Daniel L. Schacter,1,1255.03,0.0,0,0,1,8.083788538176602
Daniel M. Abrams,1,4469.27,100.0,1,1,0,43.84841956060476
Daniel Nickrent,1,620.98,0.0,0,0,0,1.113308235033452
Daniel Sperling,1,423.91,0.0,0,0,1,6.593232067501469
Daniele Zanzi,1,1855.01,0.0,0,0,0,3.3264560374052343
Danielle Allen,1,1061.53,0.0,0,0,1,7.736759616870846
Darien Satterfield,1,268.3,0.0,0,0,0,0.48080094838687154
Daro Sulakauri,1,1095.46,0.0,0,0,1,7.79761073469981
Darren Croft,1,713.11,0.0,0,0,0,1.2785370439218195
Darren Parker,1,481.92,0.0,0,0,0,0.8639137037839526
Dasha Savage,1,1111.55,0.0,0,0,0,1.993111738521637
David Dunning,1,5251.23,100.0,1,1,1,51.08416626039046
David Friedberg,1,911.07,0.0,0,0,1,7.466919970877754
David Ian Howe,1,1551.65,0.0,0,0,1,8.615756076355996
David J. Malan,1,1121.87,0.0,0,0,1,7.844975250522471
David Kessler,1,1061.8,0.0,0,0,0,1.903888540408142
David L. Hu,1,212.51,0.0,0,0,1,6.214100729186034
David L. Suskind,1,428.76,0.0,0,0,0,0.7685749055585578
David R. Flum,1,4381.54,100.0,1,1,0,43.69108184863497
David Schwartz,1,319.63,0.0,0,0,1,6.406213070531111
Dawn Maslar,1,3103.27,100.0,1,1,0,41.3985926536091
Deanna Pucciarelli,1,4503.96,100.0,1,1,0,43.91063368608329
Delaney Thull,1,593.57,0.0,0,0,0,1.0641502880929317
Denice Frohman,1,174.83,0.0,0,0,1,6.1465242446651
Derek Abbott,1,1939.41,0.0,0,0,1,9.311176926617078
Devin Shuman,1,1508.54,0.0,0,0,0,2.7050859580005584
Diana Sierra Becerra,1,215.22,0.0,0,0,1,6.218960927515433
Diane J. Rayor,1,534.15,0.0,0,0,0,0.9575846110697381
Dion Dawson,1,2532.56,100.0,1,1,0,40.37506358033568
Dominic Packer,1,304.52,0.0,0,0,0,0.5457590234757315
Don Cheadle,1,13.85,0.0,0,0,1,5.8578177033121275
Don Greene,1,6625.08,100.0,1,1,0,47.71471629879679
Don Lincoln,1,218.61,0.0,0,0,1,6.225040659004975
Doug Levinson,1,1334.58,0.0,0,0,0,2.3931006807377733
Doug MacKay,1,1736.7,0.0,0,0,0,3.1142752018513127
Douglas Fudge,1,294.66,0.0,0,0,0,0.5280757926536399
Douglas J. Casa,1,1140.75,0.0,0,0,0,2.0454799271631257
Douglas L. Oliver,1,486.39,0.0,0,0,0,0.8719303408807833
Douglas MacLean,1,800.81,0.0,0,0,1,7.2691762558225985
Dr. Matt J. Carlson,1,104.52,0.0,0,0,0,0.18707279990389258
Dr. Natascha M. Santos,1,5000.78,100.0,1,1,0,44.801646134058096
Dustin Tahmahkera,1,187.22,0.0,0,0,0,0.335389553350848
Eden Girma,1,1997.01,0.0,0,0,0,3.5811232561412396
Edmond Hui,1,1842.62,0.0,0,0,0,3.304235425854958
Edwin Meyer,1,1085.59,0.0,0,0,0,1.9465542667020121
Einav Zamir Dembin,1,845.55,0.0,0,0,0,1.5160590611710913
Eldridge Adams,1,315.37,0.0,0,0,0,0.5652177511045038
Elizabeth Brauer,1,2279.07,100.0,1,1,0,39.920446726269546
Elizabeth Carlen,1,563.79,0.0,0,0,0,1.0107419094030847
Elizabeth Hellmuth Margulis,1,680.8,0.0,0,0,0,1.220591284503789
Elizabeth Leane,1,173.95,0.0,0,0,0,0.3115907224168564
Elizabeth Margulis,1,4720.79,100.0,1,1,0,44.2995033553687
Elizabeth Waters,1,584.54,0.0,0,0,0,1.047955605098663
Elyse Cox,1,230.37,0.0,0,0,0,0.41277610608647225
Emily A. Geest,1,1126.61,0.0,0,0,0,2.0201208111565965
Emily Dickinson,1,214.91,0.0,0,0,1,6.218404963868896
Emily M. Godfrey,1,1537.21,0.0,0,0,0,2.7565036281495816
Emily Zobel Marshall,1,659.68,0.0,0,0,0,1.1827140192946028
Emma Lazarus,1,154.06,0.0,0,0,1,6.1092746803471645
Emmanuel During,1,421.44,0.0,0,0,0,0.7554469897758286
Enda Butler,1,9495.94,100.0,1,1,0,52.86340595781404
Erick Wilberding,1,4467.91,100.0,1,1,0,43.84598049428447
Erika Bachiochi,1,1339.52,0.0,0,0,1,8.235315533324526
Erika Moore,1,999.7,0.0,0,0,0,1.7925164679890864
Erin Meezan,1,257.1,0.0,0,0,0,0.4607145198668484
Esther Choo,1,166.1,0.0,0,0,1,6.130867591006189
Esther Wozniak,1,506.09,0.0,0,0,0,0.9072609339026092
Eva-Maria Geigl,1,4072.99,100.0,1,1,0,43.13771867721952
Evan Zodl,1,279.72,0.0,0,0,0,0.5012819317528235
Eve Gaus,1,1586.88,0.0,0,0,0,2.8455833517736484
Evelien Borgman,1,792.1,0.0,0,0,0,1.4202001679215175
Ewandro Magalhaes,1,744.49,0.0,0,0,0,1.3348149124002413
Fan Zhang,1,786.69,0.0,0,0,1,7.2438530084384265
Fareed Zakaria,1,499.35,0.0,0,0,1,6.728528511032766
Fiona Radford,1,2546.11,100.0,1,1,0,40.39936457198267
Flavio dos Santos Gomes,1,246.35,0.0,0,0,0,0.4414351353498621
Francesca Barbero,1,1107.07,0.0,0,0,0,1.9850771671136278
Francesca Bot,1,490.08,0.0,0,0,0,0.8785481017056836
Francisco Díez-Buzo,1,1529.79,0.0,0,0,0,2.7431963692550667
Frank Cogliano,1,604.82,0.0,0,0,0,1.0843263881688476
Frank G. Gress,1,3025.78,100.0,1,1,0,41.259619676286185
Franziska Naether,1,1191.27,0.0,0,0,0,2.136084067237372
G. Richard Scott,1,4587.49,100.0,1,1,0,44.06043898735807
Gala Jackson,1,1773.44,0.0,0,0,0,3.1801658611214596
Gale E. Ridge,1,1969.97,0.0,0,0,0,3.532628878714327
Ganesh Pai,1,4064.95,100.0,1,1,0,43.12329949103193
Gareth Gaskell,1,417.69,0.0,0,0,0,0.7487216230838565
Garth Sundem,1,2259.48,100.0,1,1,0,39.88531341067068
Gary Devore,1,1724.58,0.0,0,0,0,3.092538816702859
Gayathri Vasudevan,1,124.19,0.0,0,0,0,0.22234958999218296
Geoff Emberling,1,741.87,0.0,0,0,0,1.3301161228714502
Geoffrey E. Braswell,1,620.0,0.0,0,0,0,1.1115506725379503
George Siedel,1,1474.86,0.0,0,0,1,8.478038500815588
Georges Nzongola-Ntalaja,1,1143.85,0.0,0,0,1,7.884394866493016
Gerd Gigerenzer,1,434.3,0.0,0,0,1,6.6118658168160245
Gerry Wright,1,644.49,0.0,0,0,1,6.988827103478849
Gil Tal,1,423.91,0.0,0,0,0,0.7598767646369408
Gil Weinberg,1,235.7,0.0,0,0,1,6.2556903968091895
Gil Winch,1,203.35,0.0,0,0,0,0.3643175972819168
Gilad Bino,1,930.92,0.0,0,0,0,1.6691642757027307
Gillian Gibb,1,917.88,0.0,0,0,0,1.6457779339258471
Gina Cooke,1,290.11,0.0,0,0,0,0.5199156810673805
Gina Marie Elia,1,3083.1,100.0,1,1,0,41.36241914796187
Ginnie Nguyen,1,14686.04,100.0,1,1,0,62.171492802615035
Glynnis Hood,1,541.85,0.0,0,0,0,0.9713940306772542
GoodBye Monkey,1,110.3,0.0,0,0,0,0.19743883176511873
Gordon Hamilton,1,480.83,0.0,0,0,0,0.861958863865486
Gordon Williamson,1,1086.64,0.0,0,0,0,1.9484373693757648
Gorick Ng,1,596.9,0.0,0,0,0,1.0701224137154026
Grace E. Cunningham,1,3439.38,100.0,1,1,0,42.00138278663275
Grace Smith-Viduarre,1,1270.24,0.0,0,0,0,2.2777113226147128
Graeme Anderson,1,1068.06,0.0,0,0,1,7.748470722070469
Graham Baird,1,1554.34,0.0,0,0,0,2.7872251031985096
Grantly Galland,1,1333.77,0.0,0,0,0,2.391648001532307
Haimanti Roy,1,2781.78,100.0,1,1,0,40.82202248352854
Hanan Qasim,1,12806.37,100.0,1,1,0,58.80043413330864
Hanna-Ilona Härmävaara,1,1017.52,0.0,0,0,0,1.824475410509337
Hannah Stocking,1,3.43,0.0,0,0,1,5.839130151064034
Hannibal Person,1,2803.67,100.0,1,1,0,40.86128069069848
Hazel Cottle,1,297.48,0.0,0,0,0,0.5331332684060027
Heather J. Faust,1,259.53,0.0,0,0,0,0.4650725574832463
Heather Malyuk,1,449.82,0.0,0,0,0,0.8063445649006724
Hector Lanz,1,448.79,0.0,0,0,0,0.8044973308492775
Helen Farr,1,569.95,0.0,0,0,1,6.8551447479536245
Henry Ou,1,2075.56,0.0,0,0,0,3.7219972704490796
Henry Richardson,1,309.51,0.0,0,0,0,0.554708244753849
Hilary Coller,1,9966.52,100.0,1,1,0,53.70735877325621
Hortensia Jiménez Díaz,1,2274.12,100.0,1,1,0,39.91156924223615
Hosted by Al Gore,1,6.28,0.0,0,0,0,0.010886126885405311
Hosted by Chris Hemsworth,1,8.37,0.0,0,0,0,0.014634397921731027
Hosted by Jane Fonda,1,3.92,0.0,0,0,0,0.0066536294472576115
Hosted by Mark Ruffalo,1,13.85,0.0,0,0,0,0.02446240044759941
Hosted by Prajakta Koli,1,3.43,0.0,0,0,0,0.0057748481995066065
Hugo Mercier,1,905.23,0.0,0,0,0,1.6230910302849282
Huiyi Lin,1,869.93,0.0,0,0,0,1.5597829118244984
Hélène Morlon,1,229.06,0.0,0,0,1,6.243782014186604
